185	181	0.3	3.1
236	225	0.8	2.0
245	228	1.2	1.3
235	191	1.4	1.6
159	117	1.3	1.3
79	55	0.8	1.3
0	0	0.1	3.1
0	0	-0.6	3.9
0	0	-1.3	3.1
0	0	-2.0	2.9
0	0	-2.6	2.5
0	0	-3.3	1.8
0	0	-4.0	2.0
0	0	-4.4	1.8
0	0	-4.9	3.4
0	0	-5.3	2.0
0	0	-5.6	1.3
0	0	-5.8	1.8
0	0	-6.0	2.3
0	0	-6.1	1.8
1	1	-6.1	1.4
70	67	-5.0	1.6
174	146	-3.5	3.6
277	214	-1.9	5.5
372	209	-0.4	4.2
352	272	0.5	5.2
314	249	1.0	7.1
267	200	1.2	8.9
171	125	0.8	8.3
64	41	0.0	5.7
0	0	-1.1	11.5
0	0	-1.6	9.7
0	0	-2.2	7.6
0	0	-2.7	4.4
0	0	-3.3	1.8
0	0	-3.9	1.8
0	0	-4.4	2.7
0	0	-5.0	2.1
0	0	-5.5	2.1
0	0	-6.0	2.7
0	0	-6.2	2.0
0	0	-6.5	2.5
0	0	-6.7	3.9
0	0	-6.8	3.4
2	2	-6.7	2.7
26	26	-6.4	5.2
147	136	-5.1	4.9
207	195	-4.0	3.9
330	242	-2.6	2.5
313	250	-1.7	2.9
444	155	-0.6	0.9
350	161	-0.1	4.6
61	61	-1.0	5.2
47	44	-1.7	5.2
0	0	-2.6	7.9
0	0	-3.1	5.7
0	0	-3.7	4.4
0	0	-4.2	3.9
0	0	-4.8	3.9
0	0	-5.4	3.6
0	0	-5.9	4.6
0	0	-6.6	7.1
0	0	-7.2	5.7
0	0	-7.9	3.4
0	0	-8.3	2.0
0	0	-8.6	2.0
0	0	-8.9	1.8
0	0	-9.1	2.9
3	3	-9.0	1.1
101	62	-7.6	0.8
227	116	-5.8	0.9
317	170	-4.3	0.8
354	265	-3.2	0.4
386	226	-2.3	1.0
357	208	-1.8	1.2
273	204	-1.7	1.1
170	135	-2.2	0.7
61	51	-3.2	1.2
0	0	-4.3	2.1
0	0	-4.8	3.1
0	0	-5.3	1.0
0	0	-5.8	1.2
0	0	-6.3	0.7
0	0	-6.8	0.4
0	0	-7.3	0.1
0	0	-7.7	0.3
0	0	-8.0	0.5
0	0	-8.4	1.0
0	0	-8.5	2.7
0	0	-8.7	2.0
0	0	-8.8	2.9
0	0	-8.9	3.6
3	3	-8.8	2.9
84	74	-7.4	2.3
180	149	-5.9	2.7
308	218	-4.1	2.9
374	217	-2.5	1.8
384	229	-1.5	1.6
360	209	-0.8	1.6
289	160	-0.6	1.1
168	129	-1.1	0.9
61	52	-2.1	1.0
0	0	-3.2	1.6
0	0	-3.7	4.2
0	0	-4.2	2.9
0	0	-4.7	1.8
0	0	-5.2	1.6
0	0	-5.8	3.4
0	0	-6.3	1.8
0	0	-6.9	1.6
0	0	-7.4	1.3
0	0	-8.0	0.4
0	0	-8.3	0.3
0	0	-8.6	0.3
0	0	-8.9	0.2
0	0	-9.1	0.2
4	4	-9.0	0.2
124	69	-7.8	0.5
274	105	-6.4	0.6
404	134	-5.0	0.4
303	234	-4.7	0.3
78	78	-5.5	0.1
34	34	-6.3	0.0
98	98	-6.7	0.2
89	89	-7.0	0.4
20	20	-7.4	0.5
0	0	-7.9	0.7
0	0	-7.8	0.7
0	0	-7.8	1.3
0	0	-7.7	2.5
0	0	-7.7	1.8
0	0	-7.6	2.0
0	0	-7.5	1.8
0	0	-7.5	1.3
0	0	-7.4	1.8
0	0	-7.3	2.7
0	0	-7.2	4.2
0	0	-7.1	3.6
0	0	-7.0	3.6
0	0	-6.9	3.6
3	3	-6.8	4.6
114	58	-4.6	3.1
252	101	-2.2	2.7
367	148	0.1	1.4
440	172	2.1	1.1
459	177	3.5	1.1
426	166	4.4	1.8
341	138	4.7	3.6
216	102	4.1	6.5
81	50	2.9	5.7
0	0	1.4	6.5
0	0	1.0	9.7
0	0	0.6	8.9
0	0	0.2	7.1
0	0	-0.1	6.5
0	0	-0.5	5.7
0	0	-0.9	3.4
0	0	-1.5	3.1
0	0	-2.2	3.6
0	0	-2.9	2.5
0	0	-3.2	1.0
0	0	-3.6	0.8
0	0	-3.8	1.1
0	0	-4.1	1.8
3	3	-4.0	1.6
95	75	-2.6	1.2
212	154	-1.0	2.7
314	179	0.6	2.0
349	269	1.8	2.0
380	283	2.7	2.1
359	263	3.2	0.7
281	211	3.3	1.1
176	142	2.9	2.3
66	56	1.9	1.3
0	0	0.8	0.7
0	0	0.3	1.6
0	0	-0.2	1.8
0	0	-0.8	1.0
0	0	-1.3	0.6
0	0	-1.8	1.1
0	0	-2.3	1.3
0	0	-2.7	2.0
0	0	-3.1	2.1
0	0	-3.5	2.5
0	0	-3.7	2.1
0	0	-3.9	1.3
0	0	-4.0	0.9
0	0	-4.1	0.6
2	2	-4.1	1.4
78	71	-2.8	2.5
158	143	-1.5	3.1
265	218	0.0	1.3
336	268	1.3	2.5
364	278	2.4	2.0
300	250	2.8	2.9
228	198	2.9	4.9
149	133	2.5	4.6
54	52	1.6	3.9
0	0	0.7	2.1
0	0	0.2	2.0
0	0	-0.3	1.1
0	0	-0.8	1.4
0	0	-1.3	2.7
0	0	-1.8	3.6
0	0	-2.3	3.1
0	0	-2.7	2.7
0	0	-3.2	1.6
0	0	-3.7	1.8
0	0	-3.9	0.4
0	0	-4.2	0.5
0	0	-4.3	1.2
0	0	-4.5	0.5
1	1	-4.4	1.2
79	72	-3.1	1.2
147	141	-1.9	0.7
236	202	-0.6	2.3
347	267	0.9	4.2
383	287	2.1	4.2
367	211	2.9	2.9
282	214	3.2	3.6
195	138	2.9	5.7
81	52	2.2	3.9
1	1	1.1	4.4
0	0	0.2	3.6
0	0	-0.6	5.2
0	0	-1.5	5.2
0	0	-2.3	5.7
0	0	-3.2	7.1
0	0	-4.0	6.1
0	0	-5.0	8.3
0	0	-6.0	4.4
0	0	-7.1	2.7
0	0	-7.7	2.5
0	0	-8.4	3.6
0	0	-8.8	3.1
0	0	-9.3	4.2
3	3	-9.4	3.6
88	77	-8.7	4.2
191	155	-8.0	4.6
285	227	-7.2	4.6
353	274	-6.5	6.5
374	288	-6.1	6.5
349	262	-5.9	4.6
235	202	-6.0	4.4
160	140	-6.5	3.6
61	57	-7.2	3.1
0	0	-8.0	4.4
0	0	-8.5	3.9
0	0	-9.0	5.5
0	0	-9.5	4.6
0	0	-10.0	4.2
0	0	-10.4	5.5
0	0	-10.9	4.6
0	0	-10.7	2.9
0	0	-10.4	2.7
0	0	-10.1	2.5
0	0	-10.0	1.8
0	0	-9.8	0.9
0	0	-9.6	1.1
0	0	-9.5	0.7
4	4	-9.2	1.3
121	76	-6.9	2.7
258	113	-4.4	2.1
386	137	-1.9	2.5
461	162	0.3	2.5
476	178	1.8	3.4
448	145	2.8	5.2
343	152	3.0	5.7
207	112	2.3	7.1
81	58	1.0	8.3
0	0	-0.6	6.5
0	0	-0.8	3.4
0	0	-1.1	1.8
0	0	-1.4	1.6
0	0	-1.7	1.3
0	0	-2.0	0.6
0	0	-2.2	0.5
0	0	-2.8	0.8
0	0	-3.5	1.3
0	0	-4.1	2.3
0	0	-4.5	3.4
0	0	-4.8	3.4
0	0	-5.0	3.1
0	0	-5.2	2.9
4	4	-5.1	3.6
121	80	-3.3	5.5
254	119	-1.3	6.5
375	158	0.7	5.7
444	191	2.3	9.7
472	191	3.5	14.2
434	186	4.2	12.4
351	142	4.4	10.9
224	108	3.9	7.9
87	59	2.7	8.9
1	1	1.3	6.1
0	0	0.7	5.2
0	0	0.2	4.9
0	0	-0.3	5.2
0	0	-0.9	3.9
0	0	-1.4	5.2
0	0	-1.9	4.6
0	0	-2.4	6.5
0	0	-2.8	4.2
0	0	-3.2	6.1
0	0	-3.4	3.9
0	0	-3.5	3.9
0	0	-3.7	3.4
0	0	-3.8	0.9
4	4	-3.7	0.9
131	76	-1.7	0.5
283	117	0.6	0.6
301	216	1.8	0.6
409	217	3.3	0.4
419	233	4.3	0.4
320	262	4.6	0.5
254	203	4.5	0.5
87	87	3.5	1.3
44	44	2.4	1.4
1	1	1.4	3.1
0	0	0.8	4.9
0	0	0.1	3.1
0	0	-0.5	3.4
0	0	-1.1	2.1
0	0	-1.8	2.3
0	0	-2.4	2.1
0	0	-3.1	2.0
0	0	-3.8	1.0
0	0	-4.6	0.4
0	0	-5.0	0.9
0	0	-5.3	0.4
0	0	-5.6	0.6
0	0	-5.9	0.4
3	3	-5.8	0.3
103	81	-4.2	0.6
224	166	-2.4	0.9
304	217	-0.9	1.8
447	213	1.0	0.9
506	145	2.5	1.3
465	149	3.4	1.6
416	78	3.8	1.6
277	74	3.6	0.9
117	52	2.5	1.0
2	2	1.1	0.3
0	0	0.5	0.1
0	0	-0.1	0.1
0	0	-0.7	0.1
0	0	-1.2	0.0
0	0	-1.8	0.1
0	0	-2.4	0.1
0	0	-2.8	0.0
0	0	-3.2	0.1
0	0	-3.6	0.0
0	0	-3.8	0.0
0	0	-4.0	0.1
0	0	-4.2	0.2
0	0	-4.3	0.2
6	6	-4.1	0.5
129	60	-2.1	0.6
283	99	0.3	0.6
377	162	2.3	0.4
504	163	4.3	0.3
476	221	5.5	0.4
392	224	6.0	0.6
339	171	6.1	1.0
193	151	5.4	1.8
75	67	4.1	1.8
1	1	2.7	1.3
0	0	2.1	0.9
0	0	1.5	1.0
0	0	0.9	1.1
0	0	0.3	1.1
0	0	-0.3	1.8
0	0	-0.9	1.1
0	0	-1.5	1.6
0	0	-2.1	0.6
0	0	-2.8	0.9
0	0	-3.1	0.5
0	0	-3.4	0.5
0	0	-3.6	0.6
0	0	-3.9	1.1
5	5	-3.7	1.1
119	68	-1.8	0.8
274	110	0.5	1.3
403	128	2.7	0.7
454	183	4.4	1.2
499	155	5.7	0.6
473	138	6.6	1.1
415	102	6.9	1.0
274	90	6.6	0.9
117	60	5.4	2.0
3	3	3.8	1.6
0	0	3.1	1.8
0	0	2.3	0.8
0	0	1.5	0.8
0	0	0.7	0.6
0	0	-0.1	0.5
0	0	-0.8	0.7
0	0	-1.6	0.3
0	0	-2.3	0.4
0	0	-3.1	1.6
0	0	-3.5	2.0
0	0	-3.8	0.4
0	0	-4.1	0.3
0	0	-4.4	0.5
1	1	-4.4	0.6
64	64	-3.4	0.6
199	157	-1.7	1.3
320	237	0.0	2.3
410	223	1.6	2.5
424	245	2.8	4.9
481	145	3.8	3.6
390	157	4.2	4.9
202	145	3.7	4.2
102	62	2.8	3.9
3	3	1.5	5.2
0	0	1.0	5.7
0	0	0.5	4.2
0	0	0.0	3.1
0	0	-0.4	2.3
0	0	-0.9	1.2
0	0	-1.4	2.0
0	0	-1.8	2.5
0	0	-2.1	3.6
0	0	-2.4	3.1
0	0	-2.6	4.9
0	0	-2.8	5.7
0	0	-2.9	6.5
0	0	-3.0	7.6
3	3	-2.9	7.6
72	72	-1.8	6.5
163	154	-0.4	7.9
271	229	1.1	7.1
331	276	2.4	5.7
302	270	3.2	7.6
318	268	3.7	8.9
237	205	3.9	7.9
120	120	3.3	6.5
52	52	2.5	5.2
1	1	1.5	8.9
0	0	1.2	10.5
0	0	0.9	6.5
0	0	0.5	5.7
0	0	0.2	4.9
0	0	-0.2	7.1
0	0	-0.5	5.2
0	0	-0.9	6.1
0	0	-1.2	4.2
0	0	-1.6	4.9
0	0	-1.8	4.6
0	0	-2.0	6.1
0	0	-2.1	9.7
0	0	-2.3	7.1
3	3	-2.2	6.1
92	82	-0.7	6.1
172	155	0.8	5.2
284	225	2.5	2.7
276	259	3.4	1.8
285	257	4.1	2.3
362	265	5.0	1.6
270	225	5.2	2.5
210	149	5.1	2.3
115	81	4.5	1.6
4	4	3.4	1.1
0	0	3.0	1.4
0	0	2.6	3.4
0	0	2.2	2.5
0	0	1.8	1.1
0	0	1.4	1.6
0	0	1.0	1.2
0	0	0.7	1.6
0	0	0.4	2.5
0	0	0.0	2.3
0	0	-0.2	3.4
0	0	-0.3	2.7
0	0	-0.5	2.0
0	0	-0.6	1.6
3	3	-0.5	2.7
69	69	0.6	2.9
160	152	1.9	2.5
240	223	3.3	2.1
261	248	4.2	1.6
263	249	4.9	0.8
235	227	5.2	1.2
183	179	5.2	1.3
150	143	5.0	1.0
67	66	4.3	1.0
1	1	3.5	2.3
0	0	3.2	2.0
0	0	3.0	1.6
0	0	2.8	1.3
0	0	2.6	1.6
0	0	2.3	2.9
0	0	2.1	4.6
0	0	1.8	7.1
0	0	1.3	6.1
0	0	1.5	4.2
0	0	1.7	4.4
0	0	1.6	2.9
0	0	1.7	1.3
0	0	1.6	1.8
2	2	1.8	1.2
11	11	2.0	1.8
24	24	2.3	1.3
38	38	2.5	1.0
41	41	2.7	0.5
40	40	2.9	0.3
325	259	4.5	0.8
267	229	5.5	0.7
179	156	5.8	0.5
84	76	5.8	0.6
3	3	5.2	1.0
0	0	5.0	1.3
0	0	4.7	3.1
0	0	4.4	1.6
0	0	4.2	2.7
0	0	3.9	3.4
0	0	3.6	2.3
0	0	3.2	4.2
0	0	2.9	3.6
0	0	2.5	3.9
0	0	2.3	2.0
0	0	2.1	2.5
0	0	2.0	1.8
0	0	1.9	1.3
6	6	2.1	1.6
102	85	3.7	2.3
145	142	4.6	2.1
199	194	5.6	1.8
264	251	6.5	1.4
322	273	7.5	0.6
289	259	8.0	0.2
191	184	8.1	0.4
107	107	7.6	0.4
64	64	7.0	0.7
1	1	6.2	1.4
0	0	5.4	2.0
0	0	4.6	2.9
0	0	3.8	2.7
0	0	2.9	1.0
0	0	1.7	1.2
0	0	0.5	0.8
0	0	-0.7	1.1
0	0	-1.9	0.2
0	0	-3.2	1.8
0	0	-4.0	1.6
0	0	-4.9	0.8
0	0	-5.6	1.8
0	0	-6.2	1.6
2	2	-6.4	1.4
104	86	-5.7	2.2
254	154	-4.8	1.3
260	219	-4.5	1.3
525	206	-3.4	2.4
375	277	-3.2	2.2
346	284	-3.2	2.4
367	202	-3.2	4.5
287	141	-3.4	4.5
133	89	-3.9	4.5
7	7	-4.8	5.9
0	0	-5.4	6.2
0	0	-6.0	4.1
0	0	-6.6	3.3
0	0	-7.1	3.5
0	0	-7.7	2.8
0	0	-8.3	2.5
0	0	-8.1	1.3
0	0	-7.8	0.6
0	0	-7.5	0.6
0	0	-7.4	2.2
0	0	-7.2	1.4
0	0	-7.0	1.7
0	0	-6.9	1.7
11	11 	-6.5	3.1
146	96	-4.4	5.5
171	153	-3.4	4.8
349	233	-1.5	6.2
481	208	0.4	6.2
539	186	2.0	7.1
457	220	2.9	7.1
355	211	3.1	6.2
206	154	2.6	8.0
54	54	1.4	6.6
8	8	0.3	3.8
0	0	0.0	3.8
0	0	-0.3	4.1
0	0	-0.5	1.8
0	0	-0.8	1.3
0	0	-1.0	1.1
0	0	-1.3	0.2
0	0	-1.9	0.4
0	0	-2.5	0.3
0	0	-3.1	0.1
0	0	-3.5	0.1
0	0	-3.8	0.0
0	0	-4.0	0.1
0	0	-4.3	0.2
9	9	-4.1	0.3
130	103	-2.6	0.6
260	165	-1.0	1.3
357	214	0.4	1.2
411	268	1.5	1.2
468	244	2.4	1.1
447	236	3.0	1.4
383	217	3.3	1.3
266	178	3.0	2.0
130	108	2.2	2.7
7	7	1.1	1.8
0	0	0.5	1.7
0	0	-0.1	0.6
0	0	-0.7	0.7
0	0	-1.4	0.7
0	0	-2.0	0.2
0	0	-2.6	1.0
0	0	-3.1	1.1
0	0	-3.6	1.3
0	0	-4.2	1.8
0	0	-4.4	1.8
0	0	-4.7	2.0
0	0	-4.9	1.4
0	0	-5.1	1.3
5	5	-5.1	2.0
115	95	-3.7	2.2
253	183	-2.0	1.8
372	201	-0.5	2.0
427	247	0.7	5.9
412	281	1.4	4.5
297	268	1.5	5.1
280	230	1.5	4.5
260	172	1.4	3.1
124	101	0.7	3.8
7	7	-0.3	3.8
0	0	-0.7	2.0
0	0	-1.1	0.7
0	0	-1.5	0.8
0	0	-1.9	1.4
0	0	-2.3	1.2
0	0	-2.8	0.8
0	0	-2.9	1.1
0	0	-3.2	1.2
0	0	-3.4	2.8
0	0	-3.6	4.1
0	0	-3.6	3.3
0	0	-3.7	3.5
0	0	-3.8	4.5
2	2	-3.8	3.3
14	14	-3.7	2.4
28	28	-3.9	2.0
43	43	-3.7	2.2
47	47	-3.6	2.4
54	54	-3.5	2.7
49	49	-3.3	3.3
41	41	-3.3	4.8
30	30	-3.4	3.3
13	13	-4.1	2.5
2	2	-3.6	2.7
0	0	-3.7	2.8
0	0	-3.8	3.1
0	0	-4.0	2.8
0	0	-4.2	2.8
0	0	-4.3	3.1
0	0	-4.5	2.2
0	0	-4.4	2.2
0	0	-4.5	2.5
0	0	-4.5	3.8
0	0	-4.5	3.8
0	0	-4.5	2.0
0	0	-4.5	1.3
0	0	-4.5	0.8
12	12	-4.2	1.1
136	105	-2.3	0.7
274	170	-0.3	0.7
330	258	1.1	1.1
423	277	2.5	1.7
396	297	3.4	2.2
390	279	3.9	2.0
390	209	4.4	3.5
282	185	4.3	4.5
141	114	3.6	4.8
7	7	2.3	3.8
0	0	1.9	1.8
0	0	1.4	3.1
0	0	0.9	2.4
0	0	0.4	1.6
0	0	-0.1	0.7
0	0	-0.6	1.2
0	0	-1.2	1.0
0	0	-1.8	0.7
0	0	-2.4	1.6
0	0	-2.8	1.4
0	0	-3.1	0.6
0	0	-3.3	1.2
0	0	-3.6	1.2
11	11	-3.4	1.8
133	106	-1.9	2.5
252	192	-0.4	3.1
371	213	1.1	1.8
444	250	2.3	2.0
510	255	3.4	2.0
459	235	4.0	3.3
366	207	4.1	2.8
266	174	3.8	3.3
141	116	3.0	2.0
10	10	1.8	2.4
0	0	1.5	1.6
0	0	1.1	0.7
0	0	0.8	0.8
0	0	0.5	0.2
0	0	0.1	0.2
0	0	-0.2	0.2
0	0	-0.3	0.7
0	0	-0.4	0.7
0	0	-0.5	1.6
0	0	-0.5	1.7
0	0	-0.5	2.2
0	0	-0.6	3.5
0	0	-0.6	2.0
7	7	-0.4	2.5
70	70	0.5	2.0
102	102	1.2	1.2
201	196	2.2	1.1
269	256	3.2	0.7
275	261	3.9	0.4
244	234	4.3	0.4
208	201	4.5	0.5
156	152	4.4	0.8
63	63	3.9	1.4
2	2	3.0	1.2
0	0	2.8	2.5
0	0	2.4	2.4
0	0	1.9	2.2
0	0	1.5	3.1
0	0	1.1	3.3
0	0	0.6	3.1
0	0	0.1	1.8
0	0	-0.4	1.4
0	0	-1.0	2.7
0	0	-1.3	2.5
0	0	-1.6	1.6
0	0	-1.8	1.3
0	0	-2.0	1.4
12	12	-1.7	1.8
139	110	-0.1	4.1
265	197	1.5	5.5
391	216	3.2	6.2
485	231	4.6	7.1
529	224	5.8	7.8
521	233	6.5	5.9
430	212	6.8	5.5
286	162	6.5	5.5
144	106	5.6	6.2
10	10	4.3	2.8
0	0	3.8	2.2
0	0	3.3	1.6
0	0	2.8	0.5
0	0	2.3	0.4
0	0	1.8	0.2
0	0	1.3	0.4
0	0	0.9	0.8
0	0	0.5	0.6
0	0	0.0	0.6
0	0	-0.2	0.8
0	0	-0.4	1.1
0	0	-0.5	1.1
0	0	-0.7	1.2
13	13	-0.4	1.3
147	114	1.4	1.2
276	200	3.2	2.0
394	222	4.8	2.4
464	257	6.2	2.4
503	260	7.3	1.6
481	240	8.0	1.4
397	211	8.2	2.0
288	180	7.9	3.1
152	120	7.1	1.8
11	11	5.8	2.2
0	0	5.4	2.4
0	0	5.0	1.6
0	0	4.6	1.3
0	0	4.2	1.7
0	0	3.8	3.5
0	0	3.4	3.3
0	0	3.2	2.2
0	0	2.9	2.7
0	0	2.6	1.1
0	0	2.5	1.8
0	0	2.4	1.8
0	0	2.3	2.4
0	0	2.3	2.5
8	8	2.5	2.4
76	76	3.3	2.8
183	171	4.5	3.1
295	255	5.8	4.1
325	285	6.8	4.1
340	293	7.5	4.8
234	228	7.6	4.1
211	205	7.6	4.5
113	113	7.2	4.8
44	44	6.6	3.3
2	2	5.9	4.8
0	0	5.3	5.9
0	0	4.6	5.5
0	0	3.9	7.1
0	0	3.3	7.1
0	0	2.7	6.6
0	0	2.1	6.8
0	0	1.3	6.6
0	0	0.5	5.1
0	0	-0.3	2.7
0	0	-0.7	1.8
0	0	-1.2	2.4
0	0	-1.5	2.2
0	0	-1.8	2.7
8	8	-1.7	3.1
97	95	-0.7	4.5
173	167	0.2	5.1
302	260	1.4	4.5
363	301	2.4	3.8
368	305	3.0	3.3
426	293	3.7	3.8
369	271	4.0	4.5
315	176	4.0	4.1
163	117	3.5	4.8
16	16	2.5	3.3
0	0	2.2	3.1
0	0	1.9	2.2
0	0	1.7	1.6
0	0	1.4	4.1
0	0	1.1	2.8
0	0	0.8	2.8
0	0	0.9	2.5
0	0	1.0	2.8
0	0	1.1	2.7
0	0	1.2	3.1
0	0	1.3	3.5
0	0	1.4	4.5
0	0	1.5	5.1
9	9	1.8	7.4
78	78	2.8	6.8
130	130	3.8	5.1
204	200	4.8	5.1
270	258	5.8	4.1
299	280	6.6	5.9
282	266	7.2	5.9
193	190	6.9	4.8
120	120	6.8	4.5
54	54	6.3	5.5
3	3	5.7	4.1
0	0	5.4	3.3
0	0	5.1	3.1
0	0	4.7	2.2
0	0	4.4	1.7
0	0	4.1	1.0
0	0	3.7	1.4
0	0	3.2	0.4
0	0	2.6	0.4
0	0	2.1	0.8
0	0	1.8	1.6
0	0	1.5	1.0
0	0	1.3	1.4
0	0	1.1	1.6
13	13	1.4	1.8
150	114	3.2	2.2
288	209	4.9	2.8
412	218	6.6	2.5
492	260	8.0	2.7
567	216	9.3	2.8
515	237	10.0	2.5
404	221	10.1	3.3
280	160	9.7	4.5
151	95	8.8	5.1
18	18	7.6	7.4
0	0	7.0	4.5
0	0	6.4	5.5
0	0	5.9	6.2
0	0	5.3	6.6
0	0	4.7	6.8
0	0	4.2	6.6
0	0	3.7	8.4
0	0	3.3	8.4
0	0	2.8	8.1
0	0	2.5	8.4
0	0	2.3	5.5
0	0	2.1	4.8
0	0	2.0	5.5
17	17	2.4	6.8
157	116	4.3	8.9
299	164	6.2	9.5
417	219	7.9	11.5
509	244	9.5	10.4
546	256	10.7	9.7
526	229	11.5	8.9
447	199	11.8	10.0
324	142	11.5	12.9
175	107	10.6	10.8
17	17	9.2	9.2
0	0	8.7	8.7
0	0	8.1	9.2
0	0	7.5	8.4
0	0	6.9	6.6
0	0	6.4	5.1
0	0	5.8	5.1
0	0	5.3	4.5
0	0	4.8	4.5
0	0	4.3	5.5
0	0	4.0	4.1
0	0	3.8	2.4
0	0	3.6	1.8
0	0	3.4	2.2
16	16	3.8	2.7
182	108	6.0	2.7
312	165	7.8	2.8
470	188	9.8	2.8
552	195	11.4	2.7
543	279	12.5	1.6
604	182	13.5	3.5
443	203	13.7	3.8
318	149	13.3	4.8
152	104	12.2	5.9
15	15	10.6	6.6
0	0	10.2	5.9
